instant,dateday,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count,windspeed_category
2570,2011-04-21,Summer,2011,April,23,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,43.0,7.0015,13,86,99,Low Wind
2571,2011-04-22,Summer,2011,April,0,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,14.76,17.424999999999997,62.0,12.998000000000001,3,30,33,Low Wind
2572,2011-04-22,Summer,2011,April,1,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,14.76,16.665,53.0,16.997899999999998,2,22,24,Medium Wind
2573,2011-04-22,Summer,2011,April,2,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,14.76,16.665,53.0,19.999499999999998,2,7,9,Medium Wind
2574,2011-04-22,Summer,2011,April,3,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,14.76,16.665,53.0,19.999499999999998,0,2,2,Medium Wind
2575,2011-04-22,Summer,2011,April,4,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,13.940000000000001,15.909999999999998,53.0,19.0012,1,2,3,Medium Wind
2576,2011-04-22,Summer,2011,April,5,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,13.940000000000001,15.909999999999998,53.0,15.001299999999999,0,16,16,Medium Wind
2577,2011-04-22,Summer,2011,April,6,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,13.940000000000001,15.909999999999998,53.0,19.0012,2,47,49,Medium Wind
2578,2011-04-22,Summer,2011,April,7,Non-Holiday,Friday,Working Day,Misty/Cloudy,13.940000000000001,15.909999999999998,53.0,19.0012,5,175,180,Medium Wind
2579,2011-04-22,Summer,2011,April,8,Non-Holiday,Friday,Working Day,Misty/Cloudy,13.940000000000001,15.909999999999998,53.0,16.997899999999998,15,331,346,Medium Wind
2580,2011-04-22,Summer,2011,April,9,Non-Holiday,Friday,Working Day,Light Precipitation,13.940000000000001,15.15,61.0,19.999499999999998,17,178,195,Medium Wind
2581,2011-04-22,Summer,2011,April,10,Non-Holiday,Friday,Working Day,Misty/Cloudy,14.76,17.424999999999997,62.0,12.998000000000001,32,104,136,Low Wind
2582,2011-04-22,Summer,2011,April,11,Non-Holiday,Friday,Working Day,Light Precipitation,13.940000000000001,16.665,66.0,12.998000000000001,23,83,106,Low Wind
2583,2011-04-22,Summer,2011,April,12,Non-Holiday,Friday,Working Day,Light Precipitation,13.940000000000001,16.665,76.0,8.9981,19,61,80,Low Wind
2584,2011-04-22,Summer,2011,April,13,Non-Holiday,Friday,Working Day,Light Precipitation,13.940000000000001,16.665,87.0,12.998000000000001,3,37,40,Low Wind
2585,2011-04-22,Summer,2011,April,14,Non-Holiday,Friday,Working Day,Light Precipitation,13.940000000000001,15.909999999999998,87.0,16.997899999999998,3,33,36,Medium Wind
2586,2011-04-22,Summer,2011,April,15,Non-Holiday,Friday,Working Day,Light Precipitation,13.940000000000001,16.665,87.0,12.998000000000001,13,62,75,Low Wind
2587,2011-04-22,Summer,2011,April,16,Non-Holiday,Friday,Working Day,Light Precipitation,13.940000000000001,16.665,87.0,8.9981,4,58,62,Low Wind
2588,2011-04-22,Summer,2011,April,17,Non-Holiday,Friday,Working Day,Light Precipitation,13.120000000000001,15.15,93.0,15.001299999999999,6,63,69,Medium Wind
2589,2011-04-22,Summer,2011,April,18,Non-Holiday,Friday,Working Day,Light Precipitation,13.120000000000001,15.15,93.0,15.001299999999999,4,47,51,Medium Wind
2590,2011-04-22,Summer,2011,April,19,Non-Holiday,Friday,Working Day,Light Precipitation,13.120000000000001,15.15,93.0,15.001299999999999,7,48,55,Medium Wind
2591,2011-04-22,Summer,2011,April,20,Non-Holiday,Friday,Working Day,Light Precipitation,13.120000000000001,15.15,87.0,15.001299999999999,8,39,47,Medium Wind
2592,2011-04-22,Summer,2011,April,21,Non-Holiday,Friday,Working Day,Light Precipitation,12.299999999999999,15.15,93.0,11.0014,5,23,28,Low Wind
2593,2011-04-22,Summer,2011,April,22,Non-Holiday,Friday,Working Day,Light Precipitation,12.299999999999999,15.15,100.0,8.9981,3,21,24,Low Wind
2594,2011-04-22,Summer,2011,April,23,Non-Holiday,Friday,Working Day,Light Precipitation,13.120000000000001,16.665,93.0,7.0015,0,17,17,Low Wind
2595,2011-04-23,Summer,2011,April,0,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,13.120000000000001,15.909999999999998,100.0,12.998000000000001,0,18,18,Low Wind
2596,2011-04-23,Summer,2011,April,1,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,13.120000000000001,15.909999999999998,100.0,12.998000000000001,5,11,16,Low Wind
2597,2011-04-23,Summer,2011,April,2,Non-Holiday,Saturday,Weekend/Holiday,Light Precipitation,13.120000000000001,16.665,100.0,8.9981,3,14,17,Low Wind
2598,2011-04-23,Summer,2011,April,3,Non-Holiday,Saturday,Weekend/Holiday,Light Precipitation,13.120000000000001,16.665,100.0,6.0032,0,4,4,Low Wind
2599,2011-04-23,Summer,2011,April,4,Non-Holiday,Saturday,Weekend/Holiday,Light Precipitation,13.940000000000001,18.18,100.0,0.0,2,3,5,
2600,2011-04-23,Summer,2011,April,5,Non-Holiday,Saturday,Weekend/Holiday,Light Precipitation,13.940000000000001,18.18,100.0,0.0,1,6,7,
2601,2011-04-23,Summer,2011,April,6,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,13.940000000000001,16.665,100.0,11.0014,0,11,11,Low Wind
2602,2011-04-23,Summer,2011,April,7,Non-Holiday,Saturday,Weekend/Holiday,Light Precipitation,13.940000000000001,16.665,100.0,11.0014,2,17,19,Low Wind
2603,2011-04-23,Summer,2011,April,8,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,14.76,16.665,100.0,16.997899999999998,15,32,47,Medium Wind
2604,2011-04-23,Summer,2011,April,9,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,15.58,19.695,94.0,19.999499999999998,13,55,68,Medium Wind
2605,2011-04-23,Summer,2011,April,10,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,17.22,21.21,88.0,15.001299999999999,36,93,129,Medium Wind
2606,2011-04-23,Summer,2011,April,11,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,18.86,22.725,88.0,15.001299999999999,68,164,232,Medium Wind
2607,2011-04-23,Summer,2011,April,12,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,21.32,25.0,83.0,27.999299999999998,94,197,291,Medium Wind
2608,2011-04-23,Summer,2011,April,13,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,21.32,25.0,83.0,26.0027,126,186,312,Medium Wind
2609,2011-04-23,Summer,2011,April,14,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,23.779999999999998,27.275,78.0,23.9994,182,209,391,Medium Wind
2610,2011-04-23,Summer,2011,April,15,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.599999999999998,29.544999999999998,73.0,26.0027,171,226,397,Medium Wind
2611,2011-04-23,Summer,2011,April,16,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.599999999999998,29.544999999999998,73.0,19.0012,180,246,426,Medium Wind
2612,2011-04-23,Summer,2011,April,17,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,24.599999999999998,29.544999999999998,73.0,22.0028,168,215,383,Medium Wind
2613,2011-04-23,Summer,2011,April,18,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,23.779999999999998,27.275,78.0,12.998000000000001,149,227,376,Low Wind
2614,2011-04-23,Summer,2011,April,19,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,22.96,26.515,83.0,19.0012,84,199,283,Medium Wind
2615,2011-04-23,Summer,2011,April,20,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,22.14,25.759999999999998,88.0,16.997899999999998,45,138,183,Medium Wind
2616,2011-04-23,Summer,2011,April,21,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,22.96,26.515,83.0,19.0012,32,103,135,Medium Wind
2617,2011-04-23,Summer,2011,April,22,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,23.779999999999998,27.275,78.0,16.997899999999998,55,114,169,Medium Wind
2618,2011-04-23,Summer,2011,April,23,Non-Holiday,Saturday,Weekend/Holiday,Misty/Cloudy,22.14,25.759999999999998,88.0,11.0014,31,86,117,Low Wind
2619,2011-04-24,Summer,2011,April,0,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,21.32,25.0,83.0,15.001299999999999,30,66,96,Medium Wind
2620,2011-04-24,Summer,2011,April,1,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,20.5,24.240000000000002,88.0,12.998000000000001,14,40,54,Low Wind
2621,2011-04-24,Summer,2011,April,2,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,20.5,24.240000000000002,88.0,12.998000000000001,27,45,72,Low Wind
2622,2011-04-24,Summer,2011,April,3,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,20.5,24.240000000000002,94.0,6.0032,4,20,24,Low Wind
2623,2011-04-24,Summer,2011,April,4,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,20.5,24.240000000000002,94.0,6.0032,0,5,5,Low Wind
2624,2011-04-24,Summer,2011,April,5,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,20.5,24.240000000000002,94.0,6.0032,5,7,12,Low Wind
2625,2011-04-24,Summer,2011,April,6,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,20.5,24.240000000000002,100.0,0.0,10,3,13,
2626,2011-04-24,Summer,2011,April,7,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,20.5,24.240000000000002,100.0,0.0,16,11,27,
2627,2011-04-24,Summer,2011,April,8,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,21.32,25.0,94.0,15.001299999999999,38,42,80,Medium Wind
2628,2011-04-24,Summer,2011,April,9,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,22.96,26.515,88.0,16.997899999999998,73,104,177,Medium Wind
2629,2011-04-24,Summer,2011,April,10,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,24.599999999999998,28.79,78.0,11.0014,118,171,289,Low Wind
2630,2011-04-24,Summer,2011,April,11,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,31.06,65.0,8.9981,124,193,317,Low Wind
2631,2011-04-24,Summer,2011,April,12,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,65.0,16.997899999999998,168,220,388,Medium Wind
2632,2011-04-24,Summer,2011,April,13,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,28.7,32.574999999999996,57.99999999999999,19.0012,205,236,441,Medium Wind
2633,2011-04-24,Summer,2011,April,14,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,28.7,32.574999999999996,54.0,22.0028,197,223,420,Medium Wind
2634,2011-04-24,Summer,2011,April,15,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,31.06,61.0,16.997899999999998,167,202,369,Medium Wind
2635,2011-04-24,Summer,2011,April,16,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,30.34,33.335,48.0,26.0027,162,197,359,Medium Wind
2636,2011-04-24,Summer,2011,April,17,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,31.06,65.0,19.999499999999998,142,189,331,Medium Wind
2637,2011-04-24,Summer,2011,April,18,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,26.240000000000002,30.305,69.0,11.0014,96,174,270,Low Wind
2638,2011-04-24,Summer,2011,April,19,Non-Holiday,Sunday,Weekend/Holiday,Light Precipitation,24.599999999999998,28.03,83.0,19.0012,62,132,194,Medium Wind
2639,2011-04-24,Summer,2011,April,20,Non-Holiday,Sunday,Weekend/Holiday,Light Precipitation,24.599999999999998,28.03,83.0,19.0012,34,71,105,Medium Wind
2640,2011-04-24,Summer,2011,April,21,Non-Holiday,Sunday,Weekend/Holiday,Light Precipitation,22.14,25.759999999999998,94.0,11.0014,8,53,61,Low Wind
2641,2011-04-24,Summer,2011,April,22,Non-Holiday,Sunday,Weekend/Holiday,Light Precipitation,22.14,25.759999999999998,100.0,11.0014,5,40,45,Low Wind
2642,2011-04-24,Summer,2011,April,23,Non-Holiday,Sunday,Weekend/Holiday,Light Precipitation,22.14,25.759999999999998,100.0,6.0032,5,37,42,Low Wind
2643,2011-04-25,Summer,2011,April,0,Non-Holiday,Monday,Working Day,Light Precipitation,21.32,25.0,100.0,0.0,2,10,12,
2644,2011-04-25,Summer,2011,April,1,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,22.14,25.759999999999998,100.0,6.0032,2,8,10,Low Wind
2645,2011-04-25,Summer,2011,April,2,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,22.14,25.759999999999998,100.0,6.0032,1,9,10,Low Wind
2646,2011-04-25,Summer,2011,April,3,Non-Holiday,Monday,Working Day,Misty/Cloudy,20.5,24.240000000000002,100.0,7.0015,2,8,10,Low Wind
2647,2011-04-25,Summer,2011,April,4,Non-Holiday,Monday,Working Day,Misty/Cloudy,21.32,25.0,100.0,0.0,1,4,5,
2648,2011-04-25,Summer,2011,April,5,Non-Holiday,Monday,Working Day,Misty/Cloudy,18.86,22.725,100.0,0.0,3,14,17,
2649,2011-04-25,Summer,2011,April,6,Non-Holiday,Monday,Working Day,Misty/Cloudy,20.5,24.240000000000002,100.0,0.0,7,59,66,
2650,2011-04-25,Summer,2011,April,7,Non-Holiday,Monday,Working Day,Misty/Cloudy,21.32,25.0,100.0,6.0032,13,183,196,Low Wind
2651,2011-04-25,Summer,2011,April,8,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,22.96,26.515,88.0,7.0015,27,326,353,Low Wind
2652,2011-04-25,Summer,2011,April,9,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,24.599999999999998,28.03,83.0,8.9981,27,147,174,Low Wind
2653,2011-04-25,Summer,2011,April,10,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,26.240000000000002,30.305,73.0,15.001299999999999,61,64,125,Medium Wind
2654,2011-04-25,Summer,2011,April,11,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,26.240000000000002,30.305,73.0,15.001299999999999,53,94,147,Medium Wind
2655,2011-04-25,Summer,2011,April,12,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,74.0,16.997899999999998,48,140,188,Medium Wind
2656,2011-04-25,Summer,2011,April,13,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,28.7,32.574999999999996,65.0,15.001299999999999,57,146,203,Medium Wind
2657,2011-04-25,Summer,2011,April,14,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,29.52,33.335,54.0,15.001299999999999,47,99,146,Medium Wind
2658,2011-04-25,Summer,2011,April,15,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,30.34,33.335,51.0,15.001299999999999,50,125,175,Medium Wind
2659,2011-04-25,Summer,2011,April,16,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,28.7,32.574999999999996,54.0,23.9994,41,198,239,Medium Wind
2660,2011-04-25,Summer,2011,April,17,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,28.7,32.574999999999996,54.0,19.999499999999998,80,441,521,Medium Wind
2661,2011-04-25,Summer,2011,April,18,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,56.99999999999999,23.9994,74,425,499,Medium Wind
2662,2011-04-25,Summer,2011,April,19,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,56.99999999999999,22.0028,62,320,382,Medium Wind
2663,2011-04-25,Summer,2011,April,20,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,61.0,19.0012,42,195,237,Medium Wind
2664,2011-04-25,Summer,2011,April,21,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,25.419999999999998,30.305,69.0,16.997899999999998,41,149,190,Medium Wind
2665,2011-04-25,Summer,2011,April,22,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,24.599999999999998,29.544999999999998,73.0,19.999499999999998,23,83,106,Medium Wind
2666,2011-04-25,Summer,2011,April,23,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,23.779999999999998,27.275,78.0,19.0012,9,53,62,Medium Wind
2667,2011-04-26,Summer,2011,April,0,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,25.419999999999998,30.305,69.0,19.0012,10,17,27,Medium Wind
2668,2011-04-26,Summer,2011,April,1,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,25.419999999999998,29.544999999999998,73.0,19.0012,16,5,21,Medium Wind
2669,2011-04-26,Summer,2011,April,2,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,22.96,26.515,83.0,22.0028,17,9,26,Medium Wind
2670,2011-04-26,Summer,2011,April,3,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,22.14,25.759999999999998,88.0,19.0012,17,4,21,Medium Wind
2671,2011-04-26,Summer,2011,April,4,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,22.96,26.515,83.0,16.997899999999998,2,4,6,Medium Wind
2672,2011-04-26,Summer,2011,April,5,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,22.14,25.759999999999998,88.0,16.997899999999998,0,16,16,Medium Wind
2673,2011-04-26,Summer,2011,April,6,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,22.96,26.515,88.0,15.001299999999999,0,80,80,Medium Wind
2674,2011-04-26,Summer,2011,April,7,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,23.779999999999998,27.275,83.0,19.999499999999998,16,254,270,Medium Wind
2675,2011-04-26,Summer,2011,April,8,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,23.779999999999998,27.275,83.0,19.999499999999998,32,417,449,Medium Wind
2676,2011-04-26,Summer,2011,April,9,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,26.240000000000002,30.305,73.0,23.9994,35,164,199,Medium Wind
2677,2011-04-26,Summer,2011,April,10,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,69.0,23.9994,22,98,120,Medium Wind
2678,2011-04-26,Summer,2011,April,11,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,65.0,26.0027,40,132,172,Medium Wind
2679,2011-04-26,Summer,2011,April,12,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,28.7,32.574999999999996,61.0,27.999299999999998,40,146,186,Medium Wind
2680,2011-04-26,Summer,2011,April,13,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,30.34,33.335,51.0,30.002599999999997,37,139,176,High Wind
2681,2011-04-26,Summer,2011,April,14,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,29.52,33.335,57.99999999999999,22.0028,40,115,155,Medium Wind
2682,2011-04-26,Summer,2011,April,15,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,28.7,32.574999999999996,61.0,23.9994,34,119,153,Medium Wind
2683,2011-04-26,Summer,2011,April,16,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,28.7,32.574999999999996,57.99999999999999,26.0027,40,251,291,Medium Wind
2684,2011-04-26,Summer,2011,April,17,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,61.0,23.9994,66,455,521,Medium Wind
2685,2011-04-26,Summer,2011,April,18,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,65.0,30.002599999999997,65,463,528,High Wind
2686,2011-04-26,Summer,2011,April,19,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,26.240000000000002,30.305,73.0,27.999299999999998,42,286,328,Medium Wind
2687,2011-04-26,Summer,2011,April,20,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,26.240000000000002,30.305,73.0,23.9994,35,199,234,Medium Wind
2688,2011-04-26,Summer,2011,April,21,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,25.419999999999998,29.544999999999998,78.0,19.0012,33,162,195,Medium Wind
2689,2011-04-26,Summer,2011,April,22,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,24.599999999999998,28.03,83.0,12.998000000000001,32,116,148,Low Wind
2690,2011-04-26,Summer,2011,April,23,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,24.599999999999998,28.03,83.0,15.001299999999999,7,71,78,Medium Wind
2691,2011-04-27,Summer,2011,April,0,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,24.599999999999998,28.03,83.0,15.001299999999999,3,24,27,Medium Wind
2692,2011-04-27,Summer,2011,April,1,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,24.599999999999998,28.03,83.0,16.997899999999998,2,15,17,Medium Wind
2693,2011-04-27,Summer,2011,April,2,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,23.779999999999998,27.275,88.0,16.997899999999998,0,5,5,Medium Wind
2694,2011-04-27,Summer,2011,April,3,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,23.779999999999998,27.275,88.0,19.0012,3,4,7,Medium Wind
2695,2011-04-27,Summer,2011,April,4,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,22.96,26.515,94.0,15.001299999999999,0,6,6,Medium Wind
2696,2011-04-27,Summer,2011,April,5,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,22.96,26.515,94.0,16.997899999999998,1,16,17,Medium Wind
2697,2011-04-27,Summer,2011,April,6,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,22.96,26.515,94.0,16.997899999999998,5,79,84,Medium Wind
2698,2011-04-27,Summer,2011,April,7,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,23.779999999999998,27.275,88.0,19.0012,17,229,246,Medium Wind
2699,2011-04-27,Summer,2011,April,8,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,23.779999999999998,27.275,88.0,22.0028,31,413,444,Medium Wind
2700,2011-04-27,Summer,2011,April,9,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,24.599999999999998,27.275,88.0,27.999299999999998,20,161,181,Medium Wind
2701,2011-04-27,Summer,2011,April,10,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,25.419999999999998,28.79,83.0,19.0012,26,66,92,Medium Wind
2702,2011-04-27,Summer,2011,April,11,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,26.240000000000002,29.544999999999998,78.0,19.0012,53,103,156,Medium Wind
2703,2011-04-27,Summer,2011,April,12,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,78.0,22.0028,38,135,173,Medium Wind
2704,2011-04-27,Summer,2011,April,13,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.240000000000002,29.544999999999998,78.0,19.999499999999998,31,119,150,Medium Wind
2705,2011-04-27,Summer,2011,April,14,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,74.0,19.0012,29,119,148,Medium Wind
2706,2011-04-27,Summer,2011,April,15,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,28.7,32.574999999999996,65.0,32.9975,18,120,138,High Wind
2707,2011-04-27,Summer,2011,April,16,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,28.7,32.574999999999996,70.0,26.0027,29,189,218,Medium Wind
2708,2011-04-27,Summer,2011,April,17,Non-Holiday,Wednesday,Working Day,Light Precipitation,27.060000000000002,30.305,83.0,26.0027,63,458,521,Medium Wind
2709,2011-04-27,Summer,2011,April,18,Non-Holiday,Wednesday,Working Day,Light Precipitation,27.060000000000002,30.305,83.0,26.0027,46,366,412,Medium Wind
2710,2011-04-27,Summer,2011,April,19,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,25.419999999999998,29.544999999999998,78.0,19.0012,40,220,260,Medium Wind
2711,2011-04-27,Summer,2011,April,20,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.240000000000002,28.79,83.0,22.0028,30,188,218,Medium Wind
2712,2011-04-27,Summer,2011,April,21,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,25.419999999999998,28.03,88.0,19.0012,19,126,145,Medium Wind
